id,time,y,amount
1,1,3.64795,1
1,6,22.06185,1
1,11,40.70051,1
1,16,58.21806,1
1,21,76.29913,1
1,26,93.50276,1
1,31,110.50804,1
1,36,130.02567,1
1,41,147.79214,1
1,46,166.23221,1
2,1,1.88563,1
2,6,9.7438,1
2,11,19.73449,1
2,16,25.61922,1
2,21,36.51446,1
2,26,44.94968,1
2,31,51.15875,1
2,36,60.99855,1
2,41,68.97466,1
2,46,78.90774,1
3,1,-1.26367,1
3,6,1.67656,1
3,11,-0.69915,1
3,16,-0.09085,1
3,21,-0.02451,1
3,26,-0.39295,1
3,31,-0.8772,1
3,36,0.3807,1
3,41,0.96321,1
3,46,-0.77577,1
4,1,3.41377,1
4,6,21.09157,1
4,11,38.51713,1
4,16,55.7857,1
4,21,70.66401,1
4,26,88.10797,1
4,31,105.62683,1
4,36,123.02772,1
4,41,139.63767,1
4,46,156.47227,1
5,1,3.3407,1
5,6,15.63799,1
5,11,25.70898,1
5,16,35.84438,1
5,21,48.15909,1
5,26,58.67854,1
5,31,69.23915,1
5,36,81.18468,1
5,41,90.81574,1
5,46,102.84973,1
6,1,4.00916,1
6,6,23.03874,1
6,11,41.11991,1
6,16,62.48846,1
6,21,80.92305,1
6,26,99.68089,1
6,31,115.46371,1
6,36,135.80314,1
6,41,151.94547,1
6,46,171.56182,1
7,1,1.14007,1
7,6,4.99032,1
7,11,7.83135,1
7,16,13.31438,1
7,21,15.06096,1
7,26,20.01382,1
7,31,22.72975,1
7,36,30.23009,1
7,41,29.9697,1
7,46,34.92437,1
8,1,2.83439,1
8,6,10.6347,1
8,11,19.53754,1
8,16,28.27819,1
8,21,36.7547,1
8,26,44.1958,1
8,31,52.90376,1
8,36,62.15984,1
8,41,68.88571,1
8,46,78.97571,1
9,1,1.51194,1
9,6,5.0378,1
9,11,6.13336,1
9,16,8.59703,1
9,21,10.08973,1
9,26,14.18547,1
9,31,17.74839,1
9,36,18.62318,1
9,41,21.20487,1
9,46,25.50883,1
10,1,4.74498,1
10,6,17.75091,1
10,11,33.53915,1
10,16,47.18265,1
10,21,62.25789,1
10,26,77.41862,1
10,31,90.51276,1
10,36,107.61482,1
10,41,118.85822,1
10,46,134.56183,1
