rep,id,ka,V,Cl,eta_ka,eta_V,eta_Cl
1,1,0.0830612037043694,9.55663324611359,0.666183627291822,-0.997165614405755,0.0343181952740359,-0.0659190480179969
2,1,0.66953298284929,10.9220582233045,0.544828011777326,1.08983708432637,0.167867135689941,-0.267014227071362
1,2,0.239430090900937,10.1475875563799,0.994613517543376,0.0615181337220396,0.0943186992093126,0.334869839912782
2,2,0.146247386973591,9.47143973267402,1.18451654527774,-0.431443725384389,0.0253636276939315,0.509605594444795
1,3,0.185446793192653,9.28602018438766,0.907370462679094,-0.193975332735477,0.00559276437785705,0.243066417891155
2,3,0.18440713021442,8.33919862878177,0.746060768968996,-0.199597367008162,-0.101950174776024,0.0473226594201357
1,4,0.487811492024103,9.61231245043178,0.756678545850092,0.773185699899812,0.0401275247791069,0.0614541238355375
2,4,0.540450992376828,6.967199919181,0.54851204696037,0.87566061757572,-0.281703888057449,-0.260275154271164
1,5,0.253750528716426,9.19765763686556,0.920000053609787,0.119608269475855,-0.00396845190472339,0.256889331104669
2,5,0.148088942913121,10.2535483743866,1.18190649021798,-0.418930285603717,0.104706529690026,0.507399686135932
1,6,1.24305090993036,7.77094237250987,0.853182565272508,1.70858070348768,-0.172525858365301,0.181489154664312
2,6,0.578065395573302,10.6457009623799,1.08136253504565,0.942943658913182,0.142238846302432,0.418492734275293
1,7,0.340233880719968,9.87555329399791,1.14039967878811,0.412889921107119,0.0671450401356011,0.471649678162567
2,7,0.472513492922828,10.1339999502706,1.00842968418621,0.741322958486997,0.0929788032926187,0.348665234586695
1,8,0.102256840543556,9.14451949056908,1.24295156222676,-0.789255651622831,-0.00976256179568713,0.557759725099633
2,8,0.133676760982295,11.103908683487,1.39693214171579,-0.52131869013164,0.18437988112735,0.674549386576498
1,9,0.245534481661169,9.22544662117835,0.564105345610698,0.0866940477138618,-0.000951695879380043,-0.232243380155945
2,9,0.0484737022825679,8.94925232277622,0.703922108827655,-1.535721914579,-0.0313473094113705,-0.0108166880428404
1,10,0.22660781820031,8.94070407119403,1.02737006895521,0.00647750571711625,-0.0323029576024014,0.367273087592966
2,10,0.471460862882161,10.5149184643403,0.842393560059663,0.739092748586708,0.12987775604722,0.168762918827136
1,11,0.0903411037408342,9.4028214076623,1.41533669149828,-0.913150796706129,0.0180924951374251,0.687638329084858
2,11,0.100561832484881,9.48345023099542,1.31281393539423,-0.805970557572415,0.0266308996170928,0.612443757526553
1,12,0.128052832925405,8.5007114444084,1.38953942446264,-0.564300408500989,-0.0827674395180749,0.66924322469905
2,12,0.514875347098159,8.91005051963847,0.913556801719651,0.82718148240715,-0.0357373873941782,0.249861156992101
1,13,0.179544199704221,8.59361846737048,0.745358474337793,-0.226321928966223,-0.0718974097192744,0.0463808790505144
2,13,0.283119282851936,11.2472094685581,1.19815755636868,0.229124958526469,0.197202751788426,0.521055888985489
1,14,0.560724210014138,9.64900278321876,0.792881342238445,0.912485835903333,0.043937272630632,0.108189181751648
2,14,0.896964774809624,11.17267859742,0.675352623360785,1.38227324679779,0.190554088291986,-0.0522494377644293
1,15,0.144530773064586,8.18485664871341,0.606490301159061,-0.443250897225603,-0.120631602086032,-0.1597956604474
2,15,0.096696496727406,9.73481886624674,0.46492788802019,-0.845166170944981,0.052791733350996,-0.425602083175112
1,16,0.094531280993585,10.5800563730943,0.756291575775872,-0.867812548958317,0.136053455831829,0.060942586856549
2,16,0.146115723495752,10.1432913456332,0.890643313486778,-0.432344410060571,0.0938952369402184,0.224459628547158
1,17,0.156295259174669,7.25932618149363,0.635200353731757,-0.364996439098099,-0.240630286790996,-0.113543930394663
2,17,0.0991820527288567,8.31407853406966,0.771163724405231,-0.819786266638694,-0.104967012064997,0.0804163071238105
1,18,0.170098867185724,10.9120105033196,0.814322889707251,-0.28036350480578,0.166946764794343,0.134872560541741
2,18,0.170662440099108,9.14798189517591,0.72563119407919,-0.277055773469052,-0.00938400179722976,0.0195574914045112
1,19,0.176825428476588,6.94707939472531,0.538802415553501,-0.241580378402912,-0.284595958573771,-0.278135469473851
2,19,0.13117238569162,8.8859202838114,0.561390073163583,-0.540230965043902,-0.0384492653672273,-0.237068415726355
1,20,0.152039897454271,12.3076834313467,0.713249141479044,-0.392600374834147,0.28730643771503,0.00234638920829577
2,20,0.413975245221519,9.00719063030625,0.539364492921524,0.609062833397151,-0.0248940815925613,-0.277092815661114
1,21,0.148583136720696,8.91989082767796,0.622377340312983,-0.415598699663497,-0.0346335913864517,-0.133937831960638
2,21,0.0544076727416567,7.92667871985698,0.655772149275898,-1.42023815752808,-0.152683175673038,-0.0816710020209451
1,22,0.122618874149753,8.45252610833929,0.65828038635967,-0.607662383817134,-0.0884519544283426,-0.077853437559917
2,22,0.08896816022089,8.20440419428511,0.632050743543503,-0.928464789092355,-0.118246191904567,-0.118514715869234
1,23,0.118210406147356,9.99539138037341,0.720487280273948,-0.644277204920957,0.0792068259479572,0.0124433640473776
2,23,0.260493731247889,9.91785734666658,0.495847131011083,0.145835452106842,0.0714196058333787,-0.361216721596176
1,24,0.147668451265722,10.3985173141109,0.620334384935233,-0.421773777864587,0.118745931179042,-0.137225734016531
2,24,0.136618991703516,6.8559637641804,0.498527849042904,-0.499547375512289,-0.297798402843642,-0.355824943685601
1,25,0.0648684687736649,8.17296796012067,0.770346321684576,-1.24438168208044,-0.122085180537974,0.0793557849438354
2,25,0.127565303414525,9.06279099921274,0.686568122992627,-0.568114927368956,-0.0187401689306887,-0.0357789445978929
1,26,0.429417997952571,9.97015979392106,0.64184084703557,0.645687454265372,0.076679312465922,-0.10314402606645
2,26,0.272047162482128,8.88336932001202,0.591800418870784,0.189232098254341,-0.0387363858851297,-0.184314949452945
1,27,0.103661124721698,8.72366177071108,0.649201652967611,-0.775616181683603,-0.0568782212442054,-0.0917410154118982
