ID	TIME	Y
1	0	35
1	5	27
1	10	28
1	15	19
1	20	16
1	25	15
1	30	11
1	35	13
1	40	9
1	45	9
1	50	5
1	55	2
1	60	2
1	65	3
1	70	3
1	75	1
1	80	0
1	85	2
1	90	0
1	95	2
1	100	2
2	0	28
2	5	31
2	10	23
2	15	21
2	20	12
2	25	8
2	30	13
2	35	3
2	40	2
2	45	5
2	50	2
2	55	4
2	60	8
2	65	2
2	70	2
2	75	2
2	80	0
2	85	0
2	90	0
2	95	0
2	100	2
3	0	56
3	5	37
3	10	29
3	15	26
3	20	16
3	25	23
3	30	14
3	35	11
3	40	6
3	45	9
3	50	9
3	55	6
3	60	6
3	65	3
3	70	1
3	75	2
3	80	0
3	85	2
3	90	0
3	95	0
3	100	1
4	0	38
4	5	38
4	10	37
4	15	14
4	20	16
4	25	14
4	30	8
4	35	3
4	40	8
4	45	1
4	50	2
4	55	3
4	60	4
4	65	5
4	70	2
4	75	3
4	80	1
4	85	3
4	90	0
4	95	0
4	100	0
5	0	35
5	5	33
5	10	23
5	15	17
5	20	19
5	25	19
5	30	7
5	35	6
5	40	7
5	45	7
5	50	4
5	55	6
5	60	3
5	65	3
5	70	2
5	75	1
5	80	1
5	85	0
5	90	0
5	95	1
5	100	0
6	0	33
6	5	35
6	10	29
6	15	27
6	20	18
6	25	19
6	30	5
6	35	8
6	40	6
6	45	13
6	50	2
6	55	2
6	60	1
6	65	6
6	70	3
6	75	3
6	80	1
6	85	2
6	90	0
6	95	0
6	100	1
7	0	45
7	5	28
7	10	25
7	15	20
7	20	17
7	25	21
7	30	17
7	35	11
7	40	4
7	45	8
7	50	8
7	55	6
7	60	5
7	65	2
7	70	5
7	75	1
7	80	2
7	85	0
7	90	4
7	95	2
7	100	2
8	0	52
8	5	45
8	10	31
8	15	32
8	20	20
8	25	19
8	30	19
8	35	13
8	40	13
8	45	6
8	50	8
8	55	10
8	60	5
8	65	2
8	70	4
8	75	5
8	80	1
8	85	1
8	90	5
8	95	0
8	100	0
9	0	40
9	5	25
9	10	28
9	15	25
9	20	17
9	25	10
9	30	11
9	35	13
9	40	11
9	45	5
9	50	5
9	55	4
9	60	4
9	65	3
9	70	2
9	75	2
9	80	0
9	85	0
9	90	1
9	95	2
9	100	1
10	0	32
10	5	30
10	10	25
10	15	15
10	20	10
10	25	17
10	30	7
10	35	11
10	40	7
10	45	3
10	50	2
10	55	5
10	60	3
10	65	1
10	70	2
10	75	2
10	80	1
10	85	1
10	90	2
10	95	0
10	100	1
11	0	36
11	5	34
11	10	29
11	15	21
11	20	17
11	25	14
11	30	14
11	35	10
11	40	10
11	45	8
11	50	2
11	55	0
11	60	2
11	65	3
11	70	0
11	75	0
11	80	0
11	85	1
11	90	1
11	95	1
11	100	2
12	0	35
12	5	27
12	10	26
12	15	18
12	20	21
12	25	19
12	30	8
12	35	8
